Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int","OI Chg",IV,Time
PBR,12.35,Put,12,2022-09-30,4,0.16,0.17,0.18,0.17,673,29953,"-29,204",61.28%,"10:32 ET"
AAPL,153.32,Call,180,2022-12-16,81,1.78,1.79,1.8,1.8,1423,84161,"-4,723",30.94%,"10:32 ET"
AAPL,153.32,Put,152.5,2022-09-30,4,2.37,2.38,2.38,2.28,8679,6819,"-3,731",45.51%,"10:32 ET"
C,43.6,Call,47,2022-10-14,18,0.53,0.55,0.58,0.53,609,2596,"-3,174",41.61%,"10:14 ET"
TSLA,282.7,Put,270,2022-10-21,25,12.9,12.98,13.05,13.4,1282,12547,"-2,830",66.76%,"10:40 ET"
AAPL,153.32,Put,155,2022-10-21,25,6.5,6.53,6.55,6.42,888,50070,"-2,396",36.81%,"10:32 ET"
AAPL,153.32,Put,150,2022-10-21,25,4.4,4.43,4.45,4.32,4620,71813,"-2,350",38.86%,"10:32 ET"
AAPL,153.32,Put,125,2022-10-21,25,0.47,0.48,0.48,0.47,720,14652,"-2,082",50.86%,"10:32 ET"
AMZN,116.68,Put,115,2022-09-30,4,1.97,1.98,1.99,1.93,2814,8885,"-1,398",59.39%,"10:34 ET"
TSLA,282.7,Put,255,2022-09-30,4,0.99,1,1.01,1.19,3185,7198,"-1,063",78.44%,"10:41 ET"
AAPL,153.32,Put,130,2022-11-18,53,2.11,2.12,2.13,2.09,8791,17064,-906,45.51%,"10:32 ET"
AMZN,116.68,Call,180,2023-01-20,116,0.36,0.37,0.37,0.37,535,29112,-789,39.61%,"10:11 ET"
XOM,85.72,Call,105,2022-10-21,25,0.12,0.13,0.13,0.13,824,12593,-756,41.77%,"10:27 ET"
AMZN,116.68,Call,175,2023-01-20,116,0.47,0.48,0.48,0.47,956,63916,-679,39.12%,"10:33 ET"
AAPL,153.32,Call,175,2022-10-21,25,0.36,0.37,0.37,0.36,521,56161,-675,31.83%,"10:32 ET"
AMZN,116.68,Call,150,2023-01-20,116,1.95,1.96,1.96,2.01,583,88622,-663,38.45%,"10:29 ET"
