Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int","OI Chg",IV,Time
NKLA,3.85,Put,3.5,2022-10-21,24,0.22,0.23,0.24,0.22,683,51218,"+50,591",99.20%,2022-09-26
MPW,12.02,Put,12,2022-10-21,24,0.7,0.73,0.75,0.71,4149,52454,"+42,651",57.02%,2022-09-26
AAL,11.86,Put,15,2022-11-18,52,3.3,3.33,3.35,3.34,16698,54637,"+31,913",60.20%,2022-09-26
VOD,11.51,Call,13,2023-01-20,115,0.3,0.33,0.37,0.33,1486,39405,"+22,010",33.95%,2022-09-26
C,42.99,Call,50,2022-11-18,52,0.46,0.48,0.49,0.5,722,24428,"+20,677",37.68%,2022-09-26
NKLA,3.85,Call,4,2022-10-21,24,0.3,0.32,0.34,0.34,509,20929,"+19,943",101.78%,2022-09-26
SCHW,70.89,Call,80,2022-10-21,24,0.32,0.39,0.46,0.43,803,19833,"+17,961",39.15%,2022-09-26
BCS,6.9,Put,7,2022-10-21,24,0.4,0.45,0.5,0.45,8530,17635,"+16,880",56.23%,2022-09-26
F,11.99,Call,13,2022-12-16,80,0.75,0.77,0.78,0.77,1618,24496,"+15,708",52.76%,2022-09-26
ARCC,16.97,Put,17,2022-10-21,24,0.55,0.6,0.65,0.6,3839,15634,"+15,194",31.72%,2022-09-26
ARCC,16.97,Put,16,2022-11-18,52,0.5,0.55,0.6,0.55,781,15043,"+14,994",36.44%,2022-09-26
TSLA,276.01,Call,300,2022-09-30,3,0.61,0.62,0.63,0.63,55744,23610,"+13,940",65.56%,2022-09-26
AAPL,150.77,Put,139,2022-09-30,3,0.32,0.33,0.33,0.33,3239,13591,"+12,304",65.25%,2022-09-26
AAPL,150.77,Call,155,2022-10-21,24,4.15,4.2,4.25,4.15,5152,47889,"+12,138",37.96%,2022-09-26
TAL,5.04,Call,5,2022-09-30,3,0.19,0.21,0.22,0.22,10532,11759,"+11,558",109.49%,2022-09-26
AAL,11.86,Call,12.5,2022-09-30,3,0.15,0.16,0.16,0.16,9244,12001,"+11,413",90.96%,2022-09-26
GSK,28.82,Call,32,2022-10-21,24,0.2,0.28,0.35,0.35,5763,16412,"+10,875",45.51%,2022-09-26
LCID,14.06,Call,15,2022-09-30,3,0.19,0.2,0.2,0.2,6403,11982,"+10,593",103.77%,2022-09-26
C,42.99,Put,42,2022-09-30,3,0.52,0.54,0.56,0.53,1066,10222,"+10,137",62.22%,2022-09-26
CLF,13.08,Put,5,2025-01-17,843,0.58,0.72,0.86,0.75,6000,36008,"+10,000",73.98%,2022-09-26
AAPL,150.77,Call,155,2022-09-30,3,1.09,1.11,1.12,1.11,94281,24599,"+9,974",48.97%,2022-09-26
BAC,31.03,Put,30,2022-10-07,10,0.55,0.56,0.56,0.53,863,13501,"+9,593",49.00%,2022-09-26
DAL,28.02,Put,28,2022-09-30,3,0.71,0.73,0.74,0.66,1283,10163,"+9,548",72.88%,2022-09-26
PTON,8.22,Call,9,2022-10-21,24,0.69,0.71,0.72,0.73,12083,10345,"+9,274",118.95%,2022-09-26
KO,57.87,Put,55,2023-01-20,115,1.89,1.96,2.04,1.87,2329,19441,"+8,559",25.60%,2022-09-26
C,42.99,Call,44,2022-09-30,3,0.48,0.51,0.54,0.57,1489,8690,"+8,524",58.22%,2022-09-26
TSLA,276.01,Put,260,2022-09-30,3,2.36,2.41,2.45,2.38,46516,13412,"+8,310",82.24%,2022-09-26
TSLA,276.01,Call,310,2022-09-30,3,0.18,0.19,0.19,0.18,21885,18464,"+8,178",66.25%,2022-09-26
AMZN,115.15,Put,102,2022-09-30,3,0.13,0.15,0.17,0.17,1084,8447,"+8,166",81.75%,2022-09-26
PTON,8.22,Call,10,2022-10-21,24,0.42,0.44,0.45,0.42,2421,11550,"+8,107",116.74%,2022-09-26
LUMN,7.71,Call,8,2023-02-17,143,0.83,0.86,0.88,0.89,7008,25003,"+8,002",56.79%,2022-09-26
ATUS,6.51,Call,9,2023-01-20,115,0.3,0.53,0.75,0.48,8000,8043,"+8,002",79.78%,2022-09-26
F,11.99,Put,12,2022-09-30,3,0.3,0.31,0.31,0.32,20646,9396,"+7,897",70.58%,2022-09-26
TSLA,276.01,Put,270,2022-09-30,3,4.8,4.9,5,4.8,72714,16276,"+7,727",75.43%,2022-09-26
GM,35.04,Call,40,2022-12-16,80,1.44,1.46,1.49,1.45,2460,14187,"+7,586",47.63%,2022-09-26
TWTR,41.52,Call,45,2022-09-30,3,0.29,0.32,0.35,0.35,26128,16021,"+7,259",92.72%,2022-09-26
GOOGL,98.17,Put,96,2022-09-30,3,1.03,1.06,1.08,1.08,12080,8029,"+7,023",56.59%,2022-09-26
T,15.67,Call,17,2022-10-28,31,0.12,0.13,0.14,0.13,6064,7361,"+6,832",29.89%,2022-09-26
NCLH,13.39,Put,13,2022-09-30,3,0.34,0.36,0.38,0.33,7275,7288,"+6,594",111.89%,2022-09-26
PBR,12.16,Call,12.5,2022-09-30,3,0.14,0.16,0.18,0.17,1496,7020,"+6,518",71.40%,2022-09-26
AAPL,150.77,Call,155,2022-10-07,10,2.35,2.37,2.38,2.3,12145,9260,"+6,488",40.66%,2022-09-26
RIG,2.39,Call,2.5,2022-10-21,24,0.18,0.2,0.21,0.18,2045,7467,"+6,307",91.74%,2022-09-26
TSLA,276.01,Put,250,2022-10-07,10,3.95,4.03,4.1,4.01,4011,9295,"+6,184",75.96%,2022-09-26
F,11.99,Put,11.5,2022-09-30,3,0.12,0.13,0.13,0.13,8411,9334,"+6,107",75.45%,2022-09-26
LYFT,13.52,Put,14.5,2022-09-30,3,1.18,1.21,1.24,1.2,4466,6413,"+5,899",115.89%,2022-09-26
INTC,26.97,Call,32.5,2024-01-19,479,2.5,2.61,2.72,2.7,11479,15540,"+5,879",39.15%,2022-09-26
TWTR,41.52,Call,44,2022-09-30,3,0.31,0.37,0.43,0.4,10215,7458,"+5,770",80.00%,2022-09-26
TSLA,276.01,Call,280,2022-09-30,3,5.35,5.45,5.55,5.44,106709,8988,"+5,650",71.94%,2022-09-26
META,136.37,Call,145,2022-09-30,3,0.73,0.75,0.77,0.74,19061,12396,"+5,647",68.19%,2022-09-26
CCJ,25.12,Call,28,2022-10-21,24,0.67,0.7,0.72,0.69,674,10330,"+5,507",64.72%,2022-09-26
VTRS,8.53,Put,8,2022-11-18,52,0.35,0.4,0.45,0.43,502,5518,"+5,499",52.45%,2022-09-26
AAPL,150.77,Call,160,2022-09-30,3,0.22,0.23,0.23,0.22,45182,34052,"+5,430",45.64%,2022-09-26
AAPL,150.77,Call,157.5,2022-09-30,3,0.52,0.53,0.53,0.52,31335,15440,"+5,303",46.81%,2022-09-26
AAL,11.86,Call,12,2022-09-30,3,0.32,0.33,0.34,0.34,4027,6106,"+5,261",93.86%,2022-09-26
UBER,26.89,Put,25,2022-09-30,3,0.23,0.24,0.25,0.25,1888,7761,"+5,164",95.63%,2022-09-26
PINS,22.81,Call,25,2022-10-21,24,1.11,1.17,1.23,1.12,690,19671,"+5,157",82.54%,2022-09-26
AMZN,115.15,Put,100,2022-09-30,3,0.08,0.1,0.11,0.1,2689,9335,"+5,144",83.80%,2022-09-26
TSLA,276.01,Put,250,2022-09-30,3,1.07,1.1,1.12,1.1,27973,14994,"+5,110",88.59%,2022-09-26
AAPL,150.77,Put,140,2022-11-18,52,4.8,4.82,4.85,4.9,6580,55348,"+5,062",42.89%,2022-09-26
MU,48.88,Call,49,2022-09-30,3,1.72,1.76,1.79,1.8,930,5254,"+5,002",102.32%,2022-09-26
RKT,6.72,Put,6,2022-10-21,24,0.21,0.23,0.25,0.21,5024,5561,"+4,986",75.80%,2022-09-26
MU,48.88,Call,49.5,2022-09-30,3,1.5,1.53,1.56,1.52,2095,5155,"+4,958",101.75%,2022-09-26
TCDA,8.72,Put,2.5,2022-11-18,52,0.85,0.88,0.9,0.9,3581,17349,"+4,909",459.17%,2022-09-26
